Selection	High Freq (Hz)	File Offset (s)	filename	duration	marginals
144	44.084	43020.5589	nn03e_20180806_000000.wav	2.758	
145	32.483	43030.3602	nn03e_20180806_000000.wav	7.751	
146	49.884	43981.5651	nn03e_20180806_000000.wav	6	
147	32.483	43984.1738	nn03e_20180806_000000.wav	7.901	
148	30.162	46277.7764	nn03e_20180806_000000.wav	8.2441	
149	47.581	46283.2533	nn03e_20180806_000000.wav	4.6227	
150	46.404	46552.8074	nn03e_20180806_000000.wav	3.391	
151	34.803	52528.7701	nn03e_20180806_000000.wav	7.453	
152	33.643	55167.354	nn03e_20180806_000000.wav	4.323	
153	41.763	55169.5528	nn03e_20180806_000000.wav	2.236	
154	39.516	55188.9348	nn03e_20180806_000000.wav	3.2769	
155	40.603	55211.8509	nn03e_20180806_000000.wav	1.566	
156	46.98	55311.856	nn03e_20180806_000000.wav	5.2816	maginal
157	35.963	55859.031	nn03e_20180806_000000.wav	6.634	
158	39.443	56309.2546	nn03e_20180806_000000.wav	3.988	
159	32.483	56384.3105	nn03e_20180806_000000.wav	5.814	
160	33.643	56551.6025	nn03e_20180806_000000.wav	3.988	
161	33.643	56621.2173	nn03e_20180806_000000.wav	5.627	
162	34.803	56841.8012	nn03e_20180806_000000.wav	5.739	
163	35.963	56939.4409	nn03e_20180806_000000.wav	5.628	
164	100	58567.156	nn03e_20180806_000000.wav	2.7	
165	33.643	58623.0557	nn03e_20180806_000000.wav	4.472	
166	145.639	63579.6208	nn03e_20180806_000000.wav	2.4567	
167	167.445	63581.5105	nn03e_20180806_000000.wav	3.6378	
168	212.358	32686.6951	nn04a_20180629_000000.wav	4.5408	
169	40.1	48955.64	nn04a_20180629_000000.wav	5.479	
170	55.7	50716.472	nn04a_20180629_000000.wav	2.274	
171	56.8	51373.677	nn04a_20180629_000000.wav	4.361	
172	45.7	51377.553	nn04a_20180629_000000.wav	1.752	maginal
173	31.68	52701.466	nn04a_20180629_000000.wav	7.0857	
174	40.36	52701.7827	nn04a_20180629_000000.wav	3.69	maginal
175	46.036	52702.5281	nn04a_20180629_000000.wav	2.796	maginal
176	50.1	52713.503	nn04a_20180629_000000.wav	4.174	
177	55.096	53613.522	nn04a_20180629_000000.wav	5.1736	
178	42.3	54295.136	nn04a_20180629_000000.wav	2.982	
179	42.3	58199.758	nn04a_20180629_000000.wav	3.615	maginal
180	43.4	58761.708	nn04a_20180629_000000.wav	3.69	
181	100	38477.256	nn04b_20180611_000000.wav	4.1	
182	45.6	39631.499	nn04b_20180611_000000.wav	4.529	maginal
183	64.6	40606.489	nn04b_20180611_000000.wav	7.494	
184	47.7	40618.843	nn04b_20180611_000000.wav	4.694	maginal
185	60.4	40632.926	nn04b_20180611_000000.wav	5.312	
186	59.3	40676.508	nn04b_20180611_000000.wav	3.747	
187	30.992	40762.5264	nn04b_20180611_000000.wav	2.139	maginal
188	29.009	40776.848	nn04b_20180611_000000.wav	3.658	
189	66.7	41991.986	nn04b_20180611_000000.wav	6.136	
190	61.4	42572.397	nn04b_20180611_000000.wav	6.177	
191	53	42675.537	nn04b_20180611_000000.wav	4.529	
192	46.6	42868.958	nn04b_20180611_000000.wav	3.294	
193	49.8	43126.233	nn04b_20180611_000000.wav	2.923	
194	45.6	43176.239	nn04b_20180611_000000.wav	6.136	
195	44.5	43214.261	nn04b_20180611_000000.wav	5.477	
196	47.7	43223.073	nn04b_20180611_000000.wav	4.735	
197	45.405	43270.402	nn04b_20180611_000000.wav	4.471	
198	39.256	43273.7842	nn04b_20180611_000000.wav	3.07	maginal
199	45.6	43280.574	nn04b_20180611_000000.wav	5.23	
200	55.1	43286.01	nn04b_20180611_000000.wav	3.994	
201	42.883	43292.598	nn04b_20180611_000000.wav	1.774	
202	43.514	43293.8467	nn04b_20180611_000000.wav	3.419	
203	41.622	43303.1756	nn04b_20180611_000000.wav	3.306	
204	43.514	43306.8199	nn04b_20180611_000000.wav	3.569	
205	37.207	43313.9959	nn04b_20180611_000000.wav	3.043	
206	38.1	43320.84	nn04b_20180611_000000.wav	4.859	
207	46.6	43615.725	nn04b_20180611_000000.wav	3.624	
208	50.336	44212.856	nn04b_20180611_000000.wav	3.8114	maginal
209	46.141	44929.278	nn04b_20180611_000000.wav	2.4562	maginal
210	42.785	46788.385	nn04b_20180611_000000.wav	1.6228	maginal
211	44.5	46805.143	nn04b_20180611_000000.wav	4.282	
212	42.3	4305.8384	nn04d_20181030_000000.wav	3.913	
213	34.6	23674.813	nn04d_20181030_000000.wav	4.802	
214	46.266	25664.4596	nn05a_20180316_000000.wav	5.814	
215	33.521	36958.9938	nn05a_20180316_000000.wav	4.099	
216	100	7864.256	nn05a_20181029_000000.wav	2.1	
217	42.2	7928.8922	nn05a_20181029_000000.wav	2.7729	
218	100	11940.856	nn05a_20181029_000000.wav	1.6	
219	34.2	14537.9044	nn05a_20181029_000000.wav	4.0159	
220	37.5	16305.6812	nn05a_20181029_000000.wav	5.0677	
221	30.831	16768.1552	nn05a_20181029_000000.wav	2.795	maginal
222	35.215	18788.5991	nn05a_20181029_000000.wav	6.077	maginal
223	31.779	19042.4194	nn05a_20181029_000000.wav	4.1084	maginal
224	33.5	19402.3506	nn05a_20181029_000000.wav	5.9695	
225	38.9	19769.2589	nn05a_20181029_000000.wav	4.255	
226	36.2	20039.3067	nn05a_20181029_000000.wav	5.9761	
227	38.2	27990.9561	nn05a_20181029_000000.wav	4.6374	
228	57.047	28858.5359	nn05a_20181029_000000.wav	4.1667	maginal
229	41.903	55274.3364	nn05a_20181029_000000.wav	7.9354	
230	30.54	55306.21	nn05a_20181029_000000.wav	4.4967	
231	100	0.354	nn05c_20180410_000000.wav	9.8	DUMMY_NoEles
232	50.1	2000.46	nn05c_20180619_000000.wav	2.497	
233	52.3	2058.634	nn05c_20180619_000000.wav	3.615	
234	50.1	2100.783	nn05c_20180619_000000.wav	2.87	
235	38	3844.318	nn06a_20171228_000000.wav	4.396	
236	42.288	3889.5194	nn06a_20171228_000000.wav	5.156	
237	43.6	3921.335	nn06a_20171228_000000.wav	2.437	
238	40.5	3945.682	nn06a_20171228_000000.wav	3.066	
239	41.7	3960.372	nn06a_20171228_000000.wav	4.249	
240	38	3976.961	nn06a_20171228_000000.wav	2.882	maginal
241	48.5	4040.825	nn06a_20171228_000000.wav	8.054	
242	36.7	4067.337	nn06a_20171228_000000.wav	3.953	maginal
243	39.2	4090.465	nn06a_20171228_000000.wav	3.658	maginal
244	39.516	4103.612	nn06a_20171228_000000.wav	3.848	maginal
245	42.9	4134.084	nn06a_20171228_000000.wav	2.66	
246	40.5	4151.005	nn06a_20171228_000000.wav	2.327	
247	41.7	4154.884	nn06a_20171228_000000.wav	2.217	
248	37.3	4166.249	nn06a_20171228_000000.wav	2.512	maginal
249	37.3	4180.473	nn06a_20171228_000000.wav	4.618	maginal
250	38.6	4187.899	nn06a_20171228_000000.wav	3.288	maginal
251	36.1	4193.847	nn06a_20171228_000000.wav	1.552	
252	36.7	4204.118	nn06a_20171228_000000.wav	2.18	maginal
253	56.6	4295.123	nn06a_20171228_000000.wav	6.132	
254	47.3	4422.372	nn06a_20171228_000000.wav	3.288	
255	45.4	4427.544	nn06a_20171228_000000.wav	4.914	
256	38	4483.355	nn06a_20171228_000000.wav	2.106	
257	40.5	4513.451	nn06a_20171228_000000.wav	4.433	
258	42.3	4521.874	nn06a_20171228_000000.wav	3.768	
259	36.7	4528.894	nn06a_20171228_000000.wav	1.847	
260	44.8	4541.271	nn06a_20171228_000000.wav	3.436	
261	43.6	4546.946	nn06a_20171228_000000.wav	3.731	
262	42.9	4554.557	nn06a_20171228_000000.wav	4.359	
263	39.2	4562.648	nn06a_20171228_000000.wav	3.547	
264	40.5	4597.362	nn06a_20171228_000000.wav	5.763	
265	36.7	4679.81	nn06a_20171228_000000.wav	2.919	maginal
266	37.3	4758.933	nn06a_20171228_000000.wav	6.229	
267	37.3	4933.554	nn06a_20171228_000000.wav	2.586	
268	39.8	5031.172	nn06a_20171228_000000.wav	5.209	
269	212.9	5095.222	nn06a_20171228_000000.wav	2.808	
270	49.587	7397.655	nn06a_20171228_000000.wav	9.629	
271	41.1	13985.729	nn06a_20171228_000000.wav	5.098	
272	36.1	14102.397	nn06a_20171228_000000.wav	2.586	maginal
273	36.1	14116.99	nn06a_20171228_000000.wav	2.697	
274	41.7	14234.448	nn06a_20171228_000000.wav	2.733	
275	41.7	14348.655	nn06a_20171228_000000.wav	4.951	
276	34.2	14447.456	nn06a_20171228_000000.wav	1.736	
277	34.2	14530.162	nn06a_20171228_000000.wav	2.069	
278	49.2	14672.803	nn06a_20171228_000000.wav	2.512	maginal
279	42.9	15227.766	nn06a_20171228_000000.wav	3.066	maginal
280	195.4	16053.601	nn06a_20171228_000000.wav	3.768	
281	239	16100.84	nn06a_20171228_000000.wav	3.214	
282	159.3	18605.677	nn06a_20171228_000000.wav	4.249	
283	56.6	18611.441	nn06a_20171228_000000.wav	1.515	
284	55.4	18617.204	nn06a_20171228_000000.wav	2.992	
285	52.9	19033.133	nn06a_20171228_000000.wav	2.992	
286	57.9	30535.539	nn06a_20171228_000000.wav	2.733	
287	55.1	47769.889	nn06a_20171228_000000.wav	2.512	maginal
288	55.369	48013.9962	nn06a_20171228_000000.wav	2.324	maginal
289	53.763	48030.557	nn06a_20171228_000000.wav	1.891	
290	41.2	64141.569	nn06a_20171228_000000.wav	6.059	
291	42.6	64581.623	nn06a_20171228_000000.wav	6.428	
292	57.9	65837.278	nn06a_20171228_000000.wav	5.505	
293	46	65847.697	nn06a_20171228_000000.wav	4.581	maginal
294	62.1	66215.906	nn06a_20171228_000000.wav	4.101	
295	50.2	66223.148	nn06a_20171228_000000.wav	3.399	
296	42.6	66230.648	nn06a_20171228_000000.wav	4.803	
297	44.7	66243.874	nn06a_20171228_000000.wav	6.17	
298	50.9	66804.106	nn06a_20171228_000000.wav	4.359	
299	58.54	51641.385	nn06a_20180319_000000.wav	2.321	
300	26.353	61469.9739	nn06a_20180319_000000.wav	3.526	
301	26.007	61476.2105	nn06a_20180319_000000.wav	5.068	maginal
302	27.778	61482.232	nn06a_20180319_000000.wav	3.57	
303	27.778	61487.4362	nn06a_20180319_000000.wav	3.183	maginal
304	67.39	66425.3478	nn06a_20180319_000000.wav	3.54	
305	60.175	66434.6645	nn06a_20180319_000000.wav	3.242	
306	48.387	66442.5838	nn06a_20180319_000000.wav	2.712	maginal
307	51.729	66454.1552	nn06a_20180319_000000.wav	2.161	
308	65.966	68202.9502	nn06a_20180319_000000.wav	4.025	
309	64.068	68219.4968	nn06a_20180319_000000.wav	3.093	
310	65.017	70144.1924	nn06a_20180319_000000.wav	3.391	
311	63.593	70150.9005	nn06a_20180319_000000.wav	2.572	
312	57.898	70160.9254	nn06a_20180319_000000.wav	1.379	
313	61.695	70483.3229	nn06a_20180319_000000.wav	2.534	
314	61.695	70514.9254	nn06a_20180319_000000.wav	1.714	
315	65.492	70519.3415	nn06a_20180319_000000.wav	2.572	
316	59.797	70525.4348	nn06a_20180319_000000.wav	2.497	
317	56.949	70530.093	nn06a_20180319_000000.wav	3.13	
318	60.746	70534.9751	nn06a_20180319_000000.wav	2.534	
319	60.746	70539.6708	nn06a_20180319_000000.wav	1.9	
320	39.39	70549.2484	nn06a_20180319_000000.wav	2.013	
321	59.797	70586.7017	nn06a_20180319_000000.wav	5.59	
322	58.373	70674.4284	nn06a_20180319_000000.wav	3.317	
323	56.475	70920.3913	nn06a_20180319_000000.wav	3.801	
324	73.085	70929.1117	nn06a_20180319_000000.wav	2.199	
325	59.797	70934.7762	nn06a_20180319_000000.wav	2.534	
326	54.576	70943.3478	nn06a_20180319_000000.wav	3.653	
327	53.153	70958.3664	nn06a_20180319_000000.wav	2.224	
328	55.051	70993.2856	nn06a_20180319_000000.wav	3.168	
329	60.271	71134.0061	nn06a_20180319_000000.wav	2.422	
330	74.034	71717.385	nn06a_20180319_000000.wav	4.658	
331	61.695	71839.0247	nn06a_20180319_000000.wav	3.465	
332	55.051	71849.5341	nn06a_20180319_000000.wav	2.683	
333	59.322	71874.6149	nn06a_20180319_000000.wav	4.584	
334	57.898	71981.5714	nn06a_20180319_000000.wav	4.36	
335	62.644	72142.267	nn06a_20180319_000000.wav	3.503	
336	55.5	51025.4161	nn06a_20180417_000000.wav	4.845	
337	52.7	51034.4719	nn06a_20180417_000000.wav	4.248	
338	42.4	51045.7268	nn06a_20180417_000000.wav	3.242	maginal
339	32.6	67864.1739	nn06a_20180417_000000.wav	2.459	
340	32.1	67869.3913	nn06a_20180417_000000.wav	2.683	
341	41.839	67869.8619	nn06a_20180417_000000.wav	3.232	maginal
342	37.879	67871.6076	nn06a_20180417_000000.wav	2.637	
343	35.9	67913.2174	nn06a_20180417_000000.wav	4.323	
344	32.1	67918.2484	nn06a_20180417_000000.wav	2.162	
345	38.6	67935.3913	nn06a_20180417_000000.wav	5.031	
346	85.9	68116.1368	nn06a_20180417_000000.wav	3.913	
347	41.3	68124.1117	nn06a_20180417_000000.wav	3.13	
348	45.701	68134.2484	nn06a_20180417_000000.wav	2.786	
349	29.4	68144.2732	nn06a_20180417_000000.wav	1.901	
350	38.6	68170.1925	nn06a_20180417_000000.wav	2.944	
351	150.621	69736.6398	nn06a_20180417_000000.wav	4.024	
352	48.4	69746.8136	nn06a_20180417_000000.wav	4.473	
353	53.8	69843.8197	nn06a_20180417_000000.wav	5.031	
354	56	69875.7135	nn06a_20180417_000000.wav	4.368	
355	41.946	70280.5902	nn06a_20180417_000000.wav	2.456	maginal
356	38.1	70442.8883	nn06a_20180417_000000.wav	5.143	
357	37.752	70609.2832	nn06a_20180417_000000.wav	3.202	maginal
358	37	71099.4596	nn06a_20180417_000000.wav	4.063	
359	51.7	71731.3602	nn06a_20180417_000000.wav	4.808	
360	50	72113.5714	nn06a_20180417_000000.wav	5.702	maginal
361	42.785	75962.4508	nn06a_20180417_000000.wav	3.464	maginal
362	185.616	70252.1356	nn06a_20180830_000000.wav	3.502	
363	57	71090.5714	nn06a_20180830_000000.wav	5.553	
364	37.333	71223.7582	nn06a_20180830_000000.wav	2.415	
365	40.552	71236.0672	nn06a_20180830_000000.wav	1.522	
366	35.3	71282.4969	nn06a_20180830_000000.wav	3.093	
367	36.3	71999.4783	nn06a_20180830_000000.wav	4.807	
368	36.8	72177.1676	nn06a_20180830_000000.wav	3.764	maginal
369	102.345	72729.8258	nn06a_20180830_000000.wav	1.918	
370	35.8	73216.062	nn06a_20180830_000000.wav	4.361	maginal
371	44.6	73423.6024	nn06a_20180830_000000.wav	3.838	
372	34.7	73846.6956	nn06a_20180830_000000.wav	3.354	
373	39.908	74848.0142	nn06a_20180830_000000.wav	2.131	
374	68.4	75310.621	nn06a_20180830_000000.wav	5.628	
375	51.3	76420.6584	nn06a_20180830_000000.wav	5.851	
376	45.1	76452.298	nn06a_20180830_000000.wav	4.398	
377	58.1	79119.8384	nn06a_20180830_000000.wav	3.354	
378	28.237	79798.6956	nn06a_20180830_000000.wav	8.455	maginal
379	37.3	79801.4533	nn06a_20180830_000000.wav	3.093	
380	37.9	79805.1987	nn06a_20180830_000000.wav	2.683	maginal
381	35.3	79821.3353	nn06a_20180830_000000.wav	2.347	
382	38.4	79830.6149	nn06a_20180830_000000.wav	2.348	maginal
383	36.8	79837.0807	nn06a_20180830_000000.wav	1.677	
384	40.634	79919.9254	nn06a_20180830_000000.wav	1.995	
385	53.4	81039.3913	nn06a_20180830_000000.wav	3.354	maginal
386	51.9	86114.6459	nn06a_20180830_000000.wav	4.51	maginal
387	50.1	72435.7831	nn06a_20180912_000000.wav	2.268	maginal
388	45.1	72735.3551	nn06a_20180912_000000.wav	2.482	maginal
389	46	72909.0728	nn06a_20180912_000000.wav	4.151	maginal
390	45.1	72932.5249	nn06a_20180912_000000.wav	5.05	
391	45.1	72944.4223	nn06a_20180912_000000.wav	5.906	maginal
392	34.3	72968.465	nn06a_20180912_000000.wav	2.738	
393	47.6	72990.2909	nn06a_20180912_000000.wav	4.751	maginal
394	48.5	73068.5477	nn06a_20180912_000000.wav	3.938	
395	46.141	73189.7544	nn06a_20180912_000000.wav	5.132	maginal
396	93.6	74511.7146	nn06a_20180912_000000.wav	7.404	
397	75.2	74582.3537	nn06a_20180912_000000.wav	5.521	
398	84.4	74587.4892	nn06a_20180912_000000.wav	4.622	
399	36.808	74587.8119	nn06a_20180912_000000.wav	3.396	
400	86.1	74592.6248	nn06a_20180912_000000.wav	6.206	
401	48.387	74598.2304	nn06a_20180912_000000.wav	5.241	maginal
402	60.2	74601.8259	nn06a_20180912_000000.wav	4.366	
403	37.097	74622.2379	nn06a_20180912_000000.wav	5.978	maginal
404	46	74632.8957	nn06a_20180912_000000.wav	5.05	
405	47.662	74651.8028	nn06a_20180912_000000.wav	5.101	maginal
406	42.835	74724.0465	nn06a_20180912_000000.wav	4.9134	marginal
407	44.414	75011.1098	nn06a_20180912_000000.wav	4.237	
408	41.8	75153.98	nn06a_20180912_000000.wav	3.637	
409	31.8	75419.9999	nn06a_20180912_000000.wav	2.953	
410	71	75516.7446	nn06a_20180912_000000.wav	3.638	
411	56.208	75633.8964	nn06a_20180912_000000.wav	6.009	maginal
412	35.047	75676.6292	nn06a_20180912_000000.wav	3.4016	
413	68.536	75680.3142	nn06a_20180912_000000.wav	2.3622	marginal
414	43.5	75875.5805	nn06a_20180912_000000.wav	5.82	maginal
415	38.779	75903.2348	nn06a_20180912_000000.wav	4.605	maginal
416	39.3	76033.3865	nn06a_20180912_000000.wav	3.252	
417	66.9	76036.7674	nn06a_20180912_000000.wav	4.108	
418	39.3	76113.2268	nn06a_20180912_000000.wav	2.91	
419	197.609	76120.8017	nn06a_20180912_000000.wav	4.494	
420	68.5	76169.6233	nn06a_20180912_000000.wav	6.205	
421	50.336	76246.0762	nn06a_20180912_000000.wav	3.728	maginal
422	39.3	76355.8457	nn06a_20180912_000000.wav	4.879	
423	90.3	76402.2283	nn06a_20180912_000000.wav	5.734	
424	157.057	76407.2781	nn06a_20180912_000000.wav	4.194	
425	170.302	76439.6064	nn06a_20180912_000000.wav	4.445	
426	46	76469.4521	nn06a_20180912_000000.wav	4.194	maginal
427	32.6	76580.405	nn06a_20180912_000000.wav	3.252	maginal
428	35.1	76765.2924	nn06a_20180912_000000.wav	5.949	
429	49.3	76851.1669	nn06a_20180912_000000.wav	5.607	maginal
430	40.1	76894.0912	nn06a_20180912_000000.wav	6.676	
431	36.8	77606.9101	nn06a_20180912_000000.wav	2.61	maginal
432	36.8	77830.6134	nn06a_20180912_000000.wav	2.311	
433	52.7	78184.1426	nn06a_20180912_000000.wav	5.136	
