Selection	High Freq (Hz)	File Offset (s)	filename	duration	marginals
59	49.1	19685.076	nn01a_20180305_000000.wav	3.1404	
60	47.478	19688.974	nn01a_20180305_000000.wav	4.8129	
61	159.6	58047.392	nn01a_20180324_000000.wav	6.6872	
62	51.8	58416.746	nn01a_20180324_000000.wav	4.3596	
63	38.1	59116.456	nn01a_20180324_000000.wav	4.3965	
64	49.7	64536.65	nn01a_20180330_000000.wav	3.6207	
65	48.7	48953.478	nn01a_20180619_000000.wav	5.1801	marginal
66	46.4	49284.596	nn01a_20180619_000000.wav	3.6521	marginal
67	37.1	52546.807	nn01a_20180619_000000.wav	4.7329	marginal
68	37.1	52914.41	nn01a_20180619_000000.wav	4.3229	marginal
69	32.5	54868.286	nn01a_20180619_000000.wav	3.4658	
70	31.3	55253.627	nn01a_20180619_000000.wav	5.9999	
71	41.8	61920.335	nn01a_20180619_000000.wav	6.0745	
72	34.8	62403.279	nn01a_20180619_000000.wav	2.944	
73	31.3	62525.888	nn01a_20180619_000000.wav	3.3913	marginal
74	47.4	37095.363	nn01a_20180706_000000.wav	2.1798	marginal
75	51.3	37119.764	nn01a_20180706_000000.wav	4.7702	
76	36.8	37149.727	nn01a_20180706_000000.wav	3.913	
77	41.3	39030.894	nn01a_20180706_000000.wav	1.9751	
78	32.4	39031.826	nn01a_20180706_000000.wav	3.0186	
79	45.8	39058.435	nn01a_20180706_000000.wav	3.1677	
80	35.7	39080.609	nn01a_20180706_000000.wav	1.5652	
81	45.8	39082.435	nn01a_20180706_000000.wav	1.5652	
82	42.4	56860.315	nn01b_20180220_000000.wav	4.803	
83	40.6	56895.621	nn01b_20180220_000000.wav	4.101	
84	43	57212.231	nn01b_20180220_000000.wav	3.6207	
85	42.4	57592.263	nn01b_20180220_000000.wav	6.6872	
86	43.4	35614.67	nn01b_20180225_000000.wav	2.1429	marginal
87	69.9	9405.569	nn01b_20180309_000000.wav	6.3916	
88	297.7	9413.069	nn01b_20180309_000000.wav	1.7733	
89	60.4	9416.653	nn01b_20180309_000000.wav	2.0689	
90	46.7	9421.437	nn01b_20180309_000000.wav	2.1797	
91	56.1	9439.707	nn01b_20180309_000000.wav	2.9187	
92	54	9446.542	nn01b_20180309_000000.wav	6.4285	
93	71	9466.478	nn01b_20180309_000000.wav	4.9507	
94	45.5	9483.953	nn01b_20180309_000000.wav	1.8472	marginal
95	43	9496.995	nn01b_20180309_000000.wav	2.8448	marginal
96	50.445	9528.1859	nn01b_20180309_000000.wav	4.2618	marginal
97	57.122	9586.4608	nn01b_20180309_000000.wav	4.0888	
98	54	9661.618	nn01b_20180309_000000.wav	5.9482	
99	50.8	9972.502	nn01b_20180309_000000.wav	3.7684	
100	175.6	37829.366	nn01b_20180311_000000.wav	8.1242	
101	44.1	15009.801	nn01b_20180510_000000.wav	5.291	
102	41.7	40330.025	nn01b_20180510_000000.wav	5.142	
103	50.4	40945.64	nn01b_20180510_000000.wav	2.621	marginal
104	50.3	40947.486	nn01b_20180510_000000.wav	1.884	
105	49.6	40986.149	nn01b_20180510_000000.wav	2.906	
106	52	41023.602	nn01b_20180510_000000.wav	2.496	
107	52.8	41141.963	nn01b_20180510_000000.wav	4.509	
108	48.8	42529.901	nn01b_20180510_000000.wav	4.024	
109	50.4	43066.733	nn01b_20180510_000000.wav	3.801	
110	37.8	43183.379	nn01b_20180510_000000.wav	2.273	
111	51.2	43230.112	nn01b_20180510_000000.wav	3.763	
112	37	43256.795	nn01b_20180510_000000.wav	2.869	
113	38.6	43354.882	nn01b_20180510_000000.wav	3.354	
114	35.4	45781.416	nn01b_20180510_000000.wav	4.211	
115	35.4	59778.82	nn01b_20180510_000000.wav	3.838	marginal
116	50.4	59783.776	nn01b_20180510_000000.wav	6.186	
117	55.7	20242.546	nn01b_20180702_000000.wav	5.329	
118	44.1	20250.484	nn01b_20180702_000000.wav	5.515	
119	42.9	20277.019	nn01b_20180702_000000.wav	4.248	marginal
120	42.9	20308.286	nn01b_20180702_000000.wav	1.826	
121	45.2	20313.689	nn01b_20180702_000000.wav	7.08	
122	26.7	20355.578	nn01b_20180702_000000.wav	3.652	marginal
123	42.9	20356.807	nn01b_20180702_000000.wav	5.292	
124	45.2	20366.832	nn01b_20180702_000000.wav	1.416	marginal
125	30.2	20455.304	nn01b_20180702_000000.wav	5.217	
126	39.4	30337.043	nn01b_20180702_000000.wav	6.298	marginal
127	58	31685.292	nn01b_20180702_000000.wav	6.074	
128	48.1	34247.975	nn01b_20180702_000000.wav	5.023	
129	66.1	34588.099	nn01b_20180702_000000.wav	7.528	
130	39.4	43729.342	nn01b_20180702_000000.wav	6.931	marginal
131	35.946	65664.1659	nn01b_20180702_000000.wav	5.664	marginal
132	46.036	65690.9609	nn01b_20180702_000000.wav	3.726	marginal
133	31.5	65779.364	nn01b_20180702_000000.wav	5.578	
134	46.4	65801.217	nn01b_20180702_000000.wav	4.323	
135	45.2	65977.602	nn01b_20180702_000000.wav	2.534	marginal
136	30.2	66021.876	nn01b_20180702_000000.wav	5.031	
137	162.703	67375.006	nn01b_20180702_000000.wav	4.211	
138	194	68007.912	nn01b_20180702_000000.wav	3.145	
139	41.8	68149.267	nn01b_20180702_000000.wav	6.298	
140	41.8	68223.019	nn01b_20180702_000000.wav	2.422	
141	47.6	68554.397	nn01b_20180702_000000.wav	1.863	
142	44.775	68560.6379	nn01b_20180702_000000.wav	2.161	marginal
143	44.1	68568.522	nn01b_20180702_000000.wav	4.323	
144	41.622	68584.8987	nn01b_20180702_000000.wav	2.945	marginal
145	45.2	68957.105	nn01b_20180702_000000.wav	2.497	marginal
146	39.4	69087.429	nn01b_20180702_000000.wav	2.124	marginal
147	44.1	69089.739	nn01b_20180702_000000.wav	2.124	
148	39.4	69157.081	nn01b_20180702_000000.wav	3.465	
149	38.3	69311.814	nn01b_20180702_000000.wav	3.205	
150	37.1	69335.255	nn01b_20180702_000000.wav	2.161	
151	42.9	69358.658	nn01b_20180702_000000.wav	3.018	
152	156.6	69373.826	nn01b_20180702_000000.wav	4.546	
153	42.9	69412.733	nn01b_20180702_000000.wav	2.124	
154	244.685	69437.106	nn01b_20180702_000000.wav	5.532	
155	67.477	69464.683	nn01b_20180702_000000.wav	4.973	
156	41.8	69713.404	nn01b_20180702_000000.wav	4.621	
157	47.6	75269.143	nn01b_20180702_000000.wav	3.913	
158	42.9	75334.845	nn01b_20180702_000000.wav	3.465	marginal
159	41.8	75482.795	nn01b_20180702_000000.wav	2.981	marginal
160	42.9	75648.037	nn01b_20180702_000000.wav	3.056	
161	43.027	75706.3159	nn01b_20180702_000000.wav	3.622	
162	38.3	75778.286	nn01b_20180702_000000.wav	2.795	
163	40.6	75785.702	nn01b_20180702_000000.wav	1.751	marginal
164	46.4	75814.845	nn01b_20180702_000000.wav	5.217	
165	44.1	75857.814	nn01b_20180702_000000.wav	3.726	
166	47.6	75863.366	nn01b_20180702_000000.wav	3.167	
167	39.4	75874.509	nn01b_20180702_000000.wav	3.354	marginal
168	63.8	75939.689	nn01b_20180702_000000.wav	2.571	
169	78.9	75944.609	nn01b_20180702_000000.wav	1.155	
170	62.6	75949.64	nn01b_20180702_000000.wav	2.906	
171	49.9	75960.261	nn01b_20180702_000000.wav	3.242	
172	52.2	75966.708	nn01b_20180702_000000.wav	5.664	
173	46.4	76337.665	nn01b_20180702_000000.wav	2.757	marginal
174	49.9	76344.037	nn01b_20180702_000000.wav	2.757	
175	50.7	78461.08	nn01b_20180702_000000.wav	1.266	marginal
176	44.97	78479.9117	nn01b_20180702_000000.wav	2.205	marginal
177	40.5	47232.639	nn01c_20180204_000000.wav	7.98	
178	100	0.354	nn01c_20180212_000000.wav	9.911	
179	44.8	59634.116	nn01c_20180222_000000.wav	3.768	
180	38.8	59641.653	nn01c_20180222_000000.wav	2.956	
181	29.1	59646.456	nn01c_20180222_000000.wav	1.736	marginal
182	38.8	59664.856	nn01c_20180222_000000.wav	2.924	marginal
183	78.3	58507.684	nn01c_20180302_000000.wav	4.744	
184	51.3	69302.832	nn01c_20180302_000000.wav	6.192	
185	52.2	69309.929	nn01c_20180302_000000.wav	5.178	
186	221.81	69567.8902	nn01c_20180302_000000.wav	4.148	
187	60	76082.773	nn01c_20180305_000000.wav	3.013	
188	51.5	76088.417	nn01c_20180305_000000.wav	3.399	marginal
189	66.9	76106.004	nn01c_20180305_000000.wav	3.884	
190	92.7	49184.567	nn01c_20180311_000000.wav	1.279	
191	49.6	49189.6	nn01c_20180311_000000.wav	2.933	
192	46.1	49193.936	nn01c_20180311_000000.wav	1.712	marginal
193	48.8	49196.335	nn01c_20180311_000000.wav	3.259	
194	32.162	49210.7196	nn01c_20180311_000000.wav	2.897	marginal
195	37.2	49303.213	nn01c_20180311_000000.wav	3.477	marginal
196	92.2	51780.261	nn01c_20180311_000000.wav	3.549	
197	78.3	51788.118	nn01c_20180311_000000.wav	3.042	
198	76	51795.903	nn01c_20180311_000000.wav	4.599	
199	41.9	51813.443	nn01c_20180311_000000.wav	3.151	
200	53.9	76050.033	nn01c_20180323_000000.wav	4.634	
201	41.8	583.008	nn01c_20180402_000000.wav	3.389	marginal
202	52.2	586.229	nn01c_20180402_000000.wav	5	
203	33.9	594.049	nn01c_20180402_000000.wav	3.103	marginal
204	64.2	1731.178	nn01c_20180402_000000.wav	5.423	
205	147.8	2723.517	nn01c_20180402_000000.wav	4.072	
206	170.1	2735.678	nn01c_20180402_000000.wav	5.466	
207	159.7	2743.474	nn01c_20180402_000000.wav	5.254	
208	146.3	2758.873	nn01c_20180402_000000.wav	3.262	
209	128.4	2761.754	nn01c_20180402_000000.wav	2.711	
210	77.744	2765.8731	nn01c_20180402_000000.wav	2.746	
211	143.3	2768.788	nn01c_20180402_000000.wav	5.211	
212	80.6	2770.48	nn01c_20180402_000000.wav	1.995	
213	71.6	2775.991	nn01c_20180402_000000.wav	2.161	
214	59.7	2778.619	nn01c_20180402_000000.wav	5.72	
215	59.4	2786.255	nn01c_20180402_000000.wav	1.219	
216	55.2	2787.517	nn01c_20180402_000000.wav	1.737	
217	88.1	2789.254	nn01c_20180402_000000.wav	3.178	
218	129.9	2792.474	nn01c_20180402_000000.wav	2.542	
219	59.7	2798.576	nn01c_20180402_000000.wav	5.254	
220	70.1	2802.008	nn01c_20180402_000000.wav	3.517	
221	40.3	2810.712	nn01c_20180402_000000.wav	8.983	
222	43.3	2833.466	nn01c_20180402_000000.wav	5.593	
223	43.3	2855.542	nn01c_20180402_000000.wav	2.796	
224	29.7	2872.827	nn01c_20180402_000000.wav	2.475	
225	56.7	2968.119	nn01c_20180402_000000.wav	4.237	
226	56.7	2976.483	nn01c_20180402_000000.wav	4.618	
227	67.2	2997.839	nn01c_20180402_000000.wav	5.339	
228	74.6	3005.636	nn01c_20180402_000000.wav	4.406	
229	65.7	3014.576	nn01c_20180402_000000.wav	3.813	
230	74.6	3027.432	nn01c_20180402_000000.wav	5.084	
231	74.6	3036.415	nn01c_20180402_000000.wav	2.881	
232	77.6	3042.136	nn01c_20180402_000000.wav	4.576	
233	46.3	3060.991	nn01c_20180402_000000.wav	4.83	
234	46.3	3084.356	nn01c_20180402_000000.wav	4.364	
235	43.3	3092.153	nn01c_20180402_000000.wav	4.491	
236	41.8	3134.076	nn01c_20180402_000000.wav	4.279	
237	43.3	3159.458	nn01c_20180402_000000.wav	6.398	
238	43.3	3169.627	nn01c_20180402_000000.wav	5.042	
239	41.8	3179.373	nn01c_20180402_000000.wav	2.754	
240	40.3	3202.864	nn01c_20180402_000000.wav	4.872	
241	43.3	3211.508	nn01c_20180402_000000.wav	3.347	
242	40.3	3236.551	nn01c_20180402_000000.wav	4.237	
243	73.1	3345.017	nn01c_20180402_000000.wav	5.974	
244	53.7	3484.22	nn01c_20180402_000000.wav	3.856	
245	55.2	64475.474	nn01c_20180402_000000.wav	4.745	
246	55.6	28479.318	nn01c_20180417_000000.wav	3.657	
247	43	28486.005	nn01c_20180417_000000.wav	3.029	marginal
248	44.1	28673.483	nn01c_20180417_000000.wav	7.721	
249	44.1	28706.66	nn01c_20180417_000000.wav	5.542	
250	49.3	28741.744	nn01c_20180417_000000.wav	5.209	
251	47.2	28885.626	nn01c_20180417_000000.wav	3.177	marginal
252	40.9	28900.168	nn01c_20180417_000000.wav	3.731	marginal
253	42	28950.251	nn01c_20180417_000000.wav	4.544	
254	48.5	72985.197	nn01c_20180417_000000.wav	3.473	marginal
255	171	73006.7	nn01c_20180417_000000.wav	9.753	
256	51.4	73179.968	nn01c_20180417_000000.wav	6.059	
257	46.2	73561.035	nn01c_20180417_000000.wav	3.842	
258	51.4	75065.017	nn01c_20180417_000000.wav	4.692	marginal
259	54.6	75929.128	nn01c_20180417_000000.wav	4.692	
260	78.8	78428.98	nn01c_20180425_000000.wav	7.894	
261	46.6	78466.892	nn01c_20180425_000000.wav	4.78	
262	65.1	78480.119	nn01c_20180425_000000.wav	5.793	marginal
263	82.8	79303.807	nn01c_20180425_000000.wav	6.771	
264	44.2	79893.751	nn01c_20180425_000000.wav	3.44	
265	39.4	79916.057	nn01c_20180425_000000.wav	4.417	marginal
266	47.4	79989.393	nn01c_20180425_000000.wav	2.571	
267	40.2	79995.559	nn01c_20180425_000000.wav	4.888	marginal
268	38.6	80022.101	nn01c_20180425_000000.wav	5.866	marginal
269	45	80039.554	nn01c_20180425_000000.wav	4.019	marginal
270	162.7	13306.5	nn01c_20180501_000000.wav	3.006	
271	75.8	13309.986	nn01c_20180501_000000.wav	3.621	
272	48.5	13317.338	nn01c_20180501_000000.wav	1.773	marginal
273	58.2	13324.466	nn01c_20180501_000000.wav	3.051	
274	55.2	13346.686	nn01c_20180501_000000.wav	4.746	
275	47.8	13357.364	nn01c_20180501_000000.wav	5.085	
276	55.2	13370.373	nn01c_20180501_000000.wav	2.797	
277	53.7	13376.898	nn01c_20180501_000000.wav	3.814	
278	38.8	13547.373	nn01c_20180501_000000.wav	7.881	
279	61.2	13548.39	nn01c_20180501_000000.wav	2.5	
280	61.2	13553.263	nn01c_20180501_000000.wav	2.881	
281	49.1	13566.057	nn01c_20180501_000000.wav	3.103	
282	56.7	13578.534	nn01c_20180501_000000.wav	3.517	
283	40.3	13582.432	nn01c_20180501_000000.wav	4.068	
284	51.5	13604.998	nn01c_20180501_000000.wav	2.734	marginal
285	132.8	13819.915	nn01c_20180501_000000.wav	6.992	
286	150.7	13971.958	nn01c_20180501_000000.wav	5.72	
287	149.3	14078.729	nn01c_20180501_000000.wav	6.229	
288	40.3	14149.102	nn01c_20180501_000000.wav	5.127	
289	41.8	16352.83	nn01c_20180501_000000.wav	5.297	
290	41.8	16545.695	nn01c_20180501_000000.wav	7.458	
291	35.2	16549.498	nn01c_20180501_000000.wav	4.249	marginal
292	41.8	16755.678	nn01c_20180501_000000.wav	8.432	
293	37.3	18033.61	nn01c_20180501_000000.wav	5.297	
294	40.9	7919.515	nn01c_20180524_000000.wav	4.472	marginal
295	35.4	9289.118	nn01c_20180524_000000.wav	5.888	marginal
296	36.2	9635.143	nn01c_20180524_000000.wav	3.503	marginal
297	48.8	9687.876	nn01c_20180524_000000.wav	3.95	
298	53.5	10349.814	nn01c_20180524_000000.wav	3.839	
299	41.7	10355.665	nn01c_20180524_000000.wav	2.385	
300	54.3	16187.925	nn01c_20180524_000000.wav	3.019	
301	52	16192.658	nn01c_20180524_000000.wav	2.273	marginal
302	33.9	17745.596	nn01c_20180524_000000.wav	4.882	
303	33.1	19582.602	nn01c_20180524_000000.wav	7.752	
304	44.1	59913.596	nn01c_20180524_000000.wav	3.839	
305	38.6	59919.149	nn01c_20180524_000000.wav	3.205	marginal
306	41.7	60808.751	nn01c_20180524_000000.wav	4.658	
307	35.4	60921.261	nn01c_20180524_000000.wav	5.665	
308	57.5	60932.553	nn01c_20180524_000000.wav	3.69	
309	66.1	61206.615	nn01c_20180524_000000.wav	4.584	
310	65.4	61288.192	nn01c_20180524_000000.wav	5.068	
311	74.8	61524.242	nn01c_20180524_000000.wav	3.019	
312	57.5	61531.286	nn01c_20180524_000000.wav	2.311	
313	48.8	62936.031	nn01c_20180524_000000.wav	4.249	marginal
314	47.2	66202.416	nn01c_20180524_000000.wav	5.031	marginal
315	51.2	66560.59	nn01c_20180524_000000.wav	5.367	marginal
316	38.8	55683.153	nn01c_20180625_000000.wav	5.212	
317	40.3	66925.449	nn01c_20180625_000000.wav	3.899	marginal
318	56.4	67513.432	nn01c_20180625_000000.wav	3.962	
319	62.7	68323.305	nn01c_20180625_000000.wav	6.144	
320	62.7	68333.644	nn01c_20180625_000000.wav	3.687	
321	65.7	68340.805	nn01c_20180625_000000.wav	6.695	
322	49.3	68354.195	nn01c_20180625_000000.wav	5.848	
323	35.8	69482.618	nn01c_20180625_000000.wav	2.23	
324	41.8	69487.474	nn01c_20180625_000000.wav	5.17	
325	41.8	69497.686	nn01c_20180625_000000.wav	4.026	
326	35.8	69508.381	nn01c_20180625_000000.wav	4.407	
327	41.8	73176.314	nn01c_20180625_000000.wav	1.356	marginal
328	38.8	73206.441	nn01c_20180625_000000.wav	1.992	
329	40.3	73281.805	nn01c_20180625_000000.wav	2.67	
330	47.8	73711.814	nn01c_20180625_000000.wav	3.221	
331	40.6	73735.776	nn01c_20180625_000000.wav	2.697	marginal
332	50.7	74121.042	nn01c_20180625_000000.wav	5.127	
333	59.7	74339.924	nn01c_20180625_000000.wav	5.297	
334	47.7	25954.581	nn01d_20180222_000000.wav	5.615	
335	51.9	82441.389	nn01d_20180222_000000.wav	4.766	
336	46.5	8427.689	nn01d_20180611_000000.wav	5.031	
337	44.9	8558.05	nn01d_20180611_000000.wav	6	
338	60.6	8633.255	nn01d_20180611_000000.wav	4.285	
339	90.6	8699.031	nn01d_20180611_000000.wav	7.341	
340	77.2	8734.36	nn01d_20180611_000000.wav	4.844	
341	41.7	28881.615	nn01d_20180611_000000.wav	3.301	
342	58.3	28885.155	nn01d_20180611_000000.wav	3.427	
343	44.8	28886.32	nn01d_20180611_000000.wav	2.771	
344	34.6	28909.342	nn01d_20180611_000000.wav	2.683	
345	37	28941.503	nn01d_20180611_000000.wav	3.242	marginal
346	54.3	28945.491	nn01d_20180611_000000.wav	3.391	marginal
347	34.6	28947.988	nn01d_20180611_000000.wav	4.099	marginal
348	42.5	29472.708	nn01d_20180611_000000.wav	2.385	marginal
349	52	29475.578	nn01d_20180611_000000.wav	2.683	
350	60.6	29478.373	nn01d_20180611_000000.wav	3.875	
351	56.7	29482.472	nn01d_20180611_000000.wav	3.577	
352	48.8	29485.901	nn01d_20180611_000000.wav	2.683	
353	36.2	29489.553	nn01d_20180611_000000.wav	3.018	marginal
354	37.8	29503.491	nn01d_20180611_000000.wav	3.764	
355	72.7	35407.076	nn01d_20180730_000000.wav	5.169	
356	89.021	35585.602	nn01d_20180730_000000.wav	2.318	
357	61.2	35590.534	nn01d_20180730_000000.wav	2.288	
358	174.332	35592.864	nn01d_20180730_000000.wav	5.525	
359	38.8	35594.941	nn01d_20180730_000000.wav	2.33	
360	166.172	35601.805	nn01d_20180730_000000.wav	3.547	
361	76.4	35609.814	nn01d_20180730_000000.wav	3.813	
362	77.6	35628.839	nn01d_20180730_000000.wav	4.83	
363	72.7	35639.856	nn01d_20180730_000000.wav	4.459	
364	68.991	35668.347	nn01d_20180730_000000.wav	5.685	
365	40.3	35671.568	nn01d_20180730_000000.wav	1.568	
366	43.3	35678.686	nn01d_20180730_000000.wav	1.907	
367	75.668	35680.593	nn01d_20180730_000000.wav	3.266	
368	87.3	35707.559	nn01d_20180730_000000.wav	4.449	
369	43.3	35725.102	nn01d_20180730_000000.wav	1.44	
370	32.8	35762.364	nn01d_20180730_000000.wav	3.093	
371	44.8	35843.271	nn01d_20180730_000000.wav	2.5	
372	43.3	35909.22	nn01d_20180730_000000.wav	3.813	
373	46.3	35916.61	nn01d_20180730_000000.wav	2.923	
374	38.8	36072.593	nn01d_20180730_000000.wav	3.94	
375	43.3	36075.856	nn01d_20180730_000000.wav	4.025	
376	43.3	36155.703	nn01d_20180730_000000.wav	2.33	marginal
377	40.3	36213.22	nn01d_20180730_000000.wav	4.788	
378	76.4	36753.856	nn01d_20180730_000000.wav	4.195	
379	75.8	36773.983	nn01d_20180730_000000.wav	3.432	
380	79.4	36800.314	nn01d_20180730_000000.wav	4.788	
381	47.8	36814.127	nn01d_20180730_000000.wav	3.39	
382	50.7	36819.763	nn01d_20180730_000000.wav	1.991	
383	102.4	98.31	nn01e_20180620_100134.wav	4.454	
384	69.6	336.261	nn01e_20180620_100134.wav	2.534	
385	151.5	391.938	nn01e_20180620_100134.wav	3.785	
386	63.8	397.64	nn01e_20180620_100134.wav	2.795	
387	90.3	419.925	nn01e_20180620_100134.wav	5.103	
388	98.8	461.478	nn01e_20180620_100134.wav	4.249	
389	59.2	631.081	nn01e_20180620_100134.wav	3.354	
390	52.1	634.397	nn01e_20180620_100134.wav	3.718	
391	61.5	699.615	nn01e_20180620_100134.wav	3.615	
392	42.9	715.602	nn01e_20180620_100134.wav	3.056	
393	47.6	717.168	nn01e_20180620_100134.wav	1.975	
394	60.3	719.18	nn01e_20180620_100134.wav	3.913	
395	59.2	1216.025	nn01e_20180620_100134.wav	6.373	
396	48.7	1223.888	nn01e_20180620_100134.wav	1.975	
397	61.5	1225.192	nn01e_20180620_100134.wav	2.832	
398	42.9	1234.956	nn01e_20180620_100134.wav	2.459	
399	48.7	1236.074	nn01e_20180620_100134.wav	2.087	
400	36	1238.012	nn01e_20180620_100134.wav	2.236	
401	44.1	1240.248	nn01e_20180620_100134.wav	2.944	
402	49.9	1244.534	nn01e_20180620_100134.wav	2.646	
403	34.8	1244.981	nn01e_20180620_100134.wav	2.832	
404	39.4	1249.826	nn01e_20180620_100134.wav	1.528	
405	49.543	1256.72	nn01e_20180620_100134.wav	5.584	
406	45.2	1257.615	nn01e_20180620_100134.wav	1.379	marginal
407	57.165	1262.6936	nn01e_20180620_100134.wav	2.378	
408	61.5	1269.652	nn01e_20180620_100134.wav	3.764	
409	60.3	1279.826	nn01e_20180620_100134.wav	4.882	
410	48.7	1280.46	nn01e_20180620_100134.wav	7.64	
411	37.1	1295.18	nn01e_20180620_100134.wav	3.354	
412	33.6	1301.925	nn01e_20180620_100134.wav	4.099	
413	25.5	1303.025	nn01e_20180620_100134.wav	2.944	marginal
414	26.7	1312.36	nn01e_20180620_100134.wav	3.354	
415	34.8	1313.665	nn01e_20180620_100134.wav	3.317	
416	38.3	1321.006	nn01e_20180620_100134.wav	3.987	
417	59.2	1377.54	nn01e_20180620_100134.wav	2.273	marginal
418	34.8	1706.869	nn01e_20180620_100134.wav	5.925	
419	44.1	4013.702	nn01e_20180620_100134.wav	1.416	marginal
420	38.3	4037.217	nn01e_20180620_100134.wav	3.242	marginal
421	46.4	4101.019	nn01e_20180620_100134.wav	1.9	marginal
422	39.4	5792.832	nn01e_20180620_100134.wav	1.528	marginal
423	48.7	12466.584	nn01e_20180620_100134.wav	3.354	marginal
424	49.9	12477.354	nn01e_20180620_100134.wav	4.397	
425	52.2	13999.416	nn01e_20180620_100134.wav	1.565	
426	42.9	16800.783	nn01e_20180620_100134.wav	2.087	marginal
427	34.8	24360.559	nn01e_20180620_100134.wav	1.789	
428	34.8	84364.137	nn01e_20180620_100134.wav	4.509	marginal
429	41.8	86115.988	nn01e_20180620_100134.wav	7.081	
430	51.2	3655.409	nn01e_20180828_100134.wav	7.088	
431	49.9	7273.379	nn01e_20180828_100134.wav	1.789	
432	41.2	7850.907	nn01e_20180828_100134.wav	6.634	
433	36.1	8016.894	nn01e_20180828_100134.wav	6.298	
434	39	9224.795	nn01e_20180828_100134.wav	5.646	marginal
435	41.2	9876.932	nn01e_20180828_100134.wav	4.025	
436	36.8	10033.863	nn01e_20180828_100134.wav	2.981	
437	70.1	20020.696	nn01e_20180828_100134.wav	12.783	
438	90.3	20024.273	nn01e_20180828_100134.wav	10.137	
439	52.7	20037.019	nn01e_20180828_100134.wav	5.553	
